id,created_at,text,location
1.08315E+18,09-01-2019 23:56,CIBC has stated this is a done deal that the bank will close in August. Officials from CIBC will be in the community in March.,Earth
1.08315E+18,09-01-2019 23:54,"I'm in #TerraceBay tonight, town is having residents come in and discuss the closure of the #CIBC which was announc… https://t.co/Yx2MIxeak7",Earth
1.08315E+18,09-01-2019 23:51,"RT @theHallowedgold: $APHA EOD Net house.  Much like $WEED this looks beautiful to me.  CIBC and Anonymous buying big, sellers are three Ca…",Worldwide
1.08315E+18,09-01-2019 23:51,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",Worldwide
1.08315E+18,09-01-2019 23:49,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,Retweets are not endorsements. Opinions are my own :)
1.08315E+18,09-01-2019 23:47,@APompliano CIBC flat out told me to find another bank because they don't give credit cards to people who never had… https://t.co/NkUz3mPa14,
1.08315E+18,09-01-2019 23:44,RT @NoFossilBanks: #FossilBanks too are supporting @TransCanada's #CoastalGasLink: @BMO @jpmorgan @scotiabank @cibc @DeutscheBank @HSBC @RB…,"Milano, Lombardia"
1.08315E+18,09-01-2019 23:44,"$APHA EOD Net house.  Much like $WEED this looks beautiful to me.  CIBC and Anonymous buying big, sellers are three… https://t.co/YlzmlGDWDH",
1.08315E+18,09-01-2019 23:43,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",
1.08315E+18,09-01-2019 23:41,"RT @theHallowedgold: $WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn aro…",Canada
1.08315E+18,09-01-2019 23:40,"$WEED $CGC EOD Net house.  This one is a beauty.  Anon and CIBC buying, Big 3 other CDN banks selling.   This turn… https://t.co/V8eOZjLY8O",
1.08315E+18,09-01-2019 23:37,RT @BobLigertwood: @cibc what a funny thing to say. in 2012 at 92 yrs. Pauline was waiting for someone to come to her from @CIBC regarding…,"Edmonton, Alberta"
1.08315E+18,09-01-2019 23:36,@cibc what a funny thing to say. in 2012 at 92 yrs. Pauline was waiting for someone to come to her from @CIBC regar… https://t.co/GYFeZ7YCyf,"Edmonton, Alberta"
1.08314E+18,09-01-2019 23:31,what a funny thing to say. in 2012 at 92 yrs. Pauline was looking for someone to come to her from @CIBC regarding t… https://t.co/CRY4YXX9Sc,"Edmonton, Alberta"
1.08314E+18,09-01-2019 23:28,Mortgage growth will be low or flat this year: CIBC CEO - https://t.co/eZ91u2KILo #Flipping4Profit #preigCanada,Toronto-Ontario Canada
1.08314E+18,09-01-2019 23:03,"So... @cibc shows me an offer (one I'm actually interested in taking) but after about 3 logins, I can't just ""snooz… https://t.co/MEyeKAiLCG","Bath, England"
1.08314E+18,09-01-2019 23:03,Shoutout to @cibc for their sponsorship towards our annual dairy trip! #QCdairytrip2019 https://t.co/R6rmpEuNNv,"Guelph, Ontario"
1.08313E+18,09-01-2019 22:42,"RT @ChicagolandCmbr: Applications are now open for the $50,000 #TyreeAward. The Chamber, @MesirowFin &amp; @cibc present the award to a small,…",Chicago
1.08313E+18,09-01-2019 22:40,"Applications are now open for the $50,000 #TyreeAward. The Chamber, @MesirowFin &amp; @cibc present the award to a smal… https://t.co/WuEcB9jauU","Chicago, Illinois"
1.08313E+18,09-01-2019 22:34,"Analyst, Agile Digital Sales: CIBC (Toronto, ON): ""social and owned channels. Leveraging the cross-functional team,… https://t.co/gvY0Mqz2Ni","Toronto, Canada"
1.08313E+18,09-01-2019 22:30,CIBC CEO expects flat to low-single digit mortgage growth this year: https://t.co/nuRyj2Czx5 via @cdnbiz #CIBC #Canada #RealEstate,"Kitchener, Ontario"
1.08313E+18,09-01-2019 22:21,CIBC Initiates Coverage on CarGurus $CARG https://t.co/kMcXlgYBfx #stocks,"Sioux Falls, SD"
1.08313E+18,09-01-2019 22:21,Wendys $WEN Lifted to “Outperform” at CIBC https://t.co/8qAmq7m8A3 #stocks,"Sioux Falls, SD"
1.08313E+18,09-01-2019 22:15,A new CIBC poll finds paying down debt is the number 1 financial priority for Canadians heading into 2019; the nint… https://t.co/gxy5Rcc9DM,"Vancouver, British Columbia"
1.08312E+18,09-01-2019 22:13,CIBC Upgrades Wendys $WEN to “Outperform” https://t.co/7sOx8TYFmn,
1.08312E+18,09-01-2019 22:13,CarGurus $CARG Coverage Initiated by Analysts at CIBC https://t.co/PHA00rQchY,United States
1.08312E+18,09-01-2019 22:13,CarGurus $CARG Coverage Initiated by Analysts at CIBC  https://t.co/I1H61WrRqc,United States
1.08312E+18,09-01-2019 22:12,CarGurus $CARG Now Covered by Analysts at CIBC https://t.co/UiFMObYzFe,"Florida, USA"
1.08312E+18,09-01-2019 22:01,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/K3yTccQNs7,Mississauga
1.08312E+18,09-01-2019 21:53,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO | Financial Post https://t.co/AOdq9ivAZK,"ÜT: 43.654876,-79.377772"
1.08311E+18,09-01-2019 21:32,"Skip Trace Agent: CIBC (Vancouver, BC): ""social media platforms, phone directories, and bank systems to gather as m… https://t.co/TdIMW99S0E",Vancouver BC
1.08311E+18,09-01-2019 21:17,"RT @RaptorsDevotee: I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York Mills…",Toronto & Never Never Land
1.08311E+18,09-01-2019 21:17,"Proud to be working with another great, market leading company!
CIBC Innovation Banking invests in Ruby Receptionis… https://t.co/7qdWJVxm2s","Toronto, Ontario"
1.08311E+18,09-01-2019 21:16,Wendy&amp;#39;s Co/The  Upgrade by CIBC Oppenheimer (Ranked 58th) to Outperform with $20PT $WEN #WEN https://t.co/vBH8lU3Tr5,
1.08311E+18,09-01-2019 21:16,Cargurus Inc  Initiated Coverage by CIBC Oppenheimer (Ranked 58th) to Outperform with $42PT $CARG #CARG https://t.co/yAcpparPI0,
1.08311E+18,09-01-2019 21:13,Other than Joshua Tree... we saw all of these spots but stayed in a private VRBO home. We also did Bombay Beach and… https://t.co/hRgeN59zxt,Toronto and the WORLD
1.08311E+18,09-01-2019 21:12,"RT @RaptorsDevotee: I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York Mills…","Toronto, Canada"
1.08311E+18,09-01-2019 21:11,@jess_cor Hi there! Please send me a DM with further details about your experience. I am happy to forward this matt… https://t.co/uYyKVwdNRu,Canada
1.08311E+18,09-01-2019 21:10,"I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York M… https://t.co/D5LLhbDgwX",GTA
1.08311E+18,09-01-2019 21:09,"I'm teaming up with CIBC later this month for two first time homebuyer advice seminars, one located at Yonge/York M… https://t.co/xCu5aByfXv",Toronto
1.08311E+18,09-01-2019 20:59,.@Exari named a CLM Leader in The @Forrester Wave  https://t.co/954X7sO9yF @CIBC Innovation Banking #Boston #growthcapital,"ÜT: 43.6508659,-79.380442"
1.08311E+18,09-01-2019 20:57,What themes will our #InvestmentTeam be following as we head into #2019? Find out in the latest edition of the Fina… https://t.co/uqZjh7RnTq,"Atlanta, GA"
1.0831E+18,09-01-2019 20:55,.@Expensify and TripActions Announce Strategic Partnership https://t.co/xWS6SZpfFW @CIBC Innovation Banking @OpenViewVenture #growthcapital,"ÜT: 43.6508659,-79.380442"
1.0831E+18,09-01-2019 20:53,No wonder Canadians can't afford homes if penguins are taking up all the space! https://t.co/XhVfUgQSly,Canada
1.0831E+18,09-01-2019 20:52,"@JKerby_88 Hi, I can confirm that the chat icon appears to be available at this moment. It is also on the ""Interac… https://t.co/c978CtLbDj",Canada
1.0831E+18,09-01-2019 20:52,"RT @dbcurren: CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recovery, allow f…",Canada
1.0831E+18,09-01-2019 20:48,"@SimpliiFin hi there, I've just rolled up a bunch of my loose change and would like to deposit it. The nearby CIBC… https://t.co/dfVrlN1M29",Toronto via Elmvale
1.0831E+18,09-01-2019 20:45,@cibc so really I wait my turn - on hold for long periods of time and then request to move onto the survey -only to… https://t.co/G1vLAmjZcW,
1.0831E+18,09-01-2019 20:39,@cibc I know I clicked on online banking,"St. Albert, Alberta"
1.0831E+18,09-01-2019 20:38,"@JKerby_88 Hi again! The chat option is only accessible through Online, and not Mobile Banking at this time.  The i… https://t.co/72PVZiVh0G",Canada
1.0831E+18,09-01-2019 20:29,"BMO, CIBC provide $80-million loan to Canopy Growth-affiliated pot company PharmHouse | Financial... https://t.co/tug2dYdnkf #cannabis",United States
1.0831E+18,09-01-2019 20:29,@cibc I don’t see chat option,"St. Albert, Alberta"
1.0831E+18,09-01-2019 20:26,@cibc I’m tried Visa Check Out &amp; I’m using autofill on my iPhone,"St. Albert, Alberta"
1.0831E+18,09-01-2019 20:25,@JKerby_88 Hi there! Please ensure that the information you enter on the merchant website matches exactly with what… https://t.co/VOjbuyTGQV,Canada
1.08309E+18,09-01-2019 20:14,#Mortgage growth will be flat for ‘foreseeable future’ | @FinancialPost https://t.co/hD3ML0vv6x #CanadianRealEstate https://t.co/KLtL3W594Y,Toronto Ontario Canada
1.08309E+18,09-01-2019 20:13,"@cibc I gotta ask. Am I the only 1 who thinks the opening 2 seconds, the one penguin has been shot &amp; is bleeding? E… https://t.co/gHOh1JDNyT",Canada
1.08309E+18,09-01-2019 20:06,@cibc Hello @cibc,"St. Albert, Alberta"
1.08309E+18,09-01-2019 20:01,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/9UHJ6FSrb8",Jamaica
1.08309E+18,09-01-2019 20:01,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/T7Xxh524qR",Barbados
1.08309E+18,09-01-2019 20:00,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/QhrxmsYQpL,
1.08309E+18,09-01-2019 19:59,@cibc Hello @NHL_Shop,"St. Albert, Alberta"
1.08309E+18,09-01-2019 19:57,"@the_xaqerie Hi Xaqerie! Are you having trouble accessing Online Banking? If so, you can try to reset your password… https://t.co/0nYS6SSMgZ",Canada
1.08309E+18,09-01-2019 19:54,@cibc Can’t you please help now I am unable to call you at this time,"St. Albert, Alberta"
1.08309E+18,09-01-2019 19:53,"We are pleased to announce, @CIBC Innovation Banking has provided debt financing for @callruby in support of their… https://t.co/MpVDxgx4EM","Toronto, Ontario"
1.08309E+18,09-01-2019 19:53,"@JKerby_88 Hi there, please give us a call at 1-800-465-2422 and we'll be happy to look into this for you :). ^Nida",Canada
1.08309E+18,09-01-2019 19:50,"RT @dbcurren: CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recovery, allow f…",
1.08309E+18,09-01-2019 19:49,"CIBC: even 1 more #BOC hike would be negative for the front end of #yieldcurve, and along with an oil price recover… https://t.co/3b61ixPwKG",Toronto
1.08309E+18,09-01-2019 19:45,BOC statement was more hawkish than market priced - CIBC https://t.co/XLyMpWDoIL,"California, USA"
1.08309E+18,09-01-2019 19:43,.@CIBC Innovation Banking provides debt financing to Ruby Receptionists https://t.co/d8pzNedntr @callruby… https://t.co/E2MHDIARWf,"ÜT: 43.6508659,-79.380442"
1.08309E+18,09-01-2019 19:43,Hey @cibc - do you have a work around for people that get locked out of their account that also live in a remote lo… https://t.co/xAYa3d9QJh,
1.08309E+18,09-01-2019 19:42,@adidashockey my visa debit card (CIBC) was declined on the NHL SHOP website why?,"St. Albert, Alberta"
1.08309E+18,09-01-2019 19:41,"RT @NHLBlackhawks: Staying warm never looked so cool! 

Thanks to CIBC, the first 10,000 fans at tonight’s game will take home this #Blackh…","Chicago, Illinois  "
1.08309E+18,09-01-2019 19:37,"CIBC rеwаrdѕ CIBC rеwаrdѕ:
CIBC оffеrѕ оvеr 20 саrdѕ guаrаntееіng you will fіnd https://t.co/fWh8z3uW9b #financial https://t.co/ceBKR4yTa0",Web
1.08309E+18,09-01-2019 19:36,Click to read the latest CIBC Wood Gundy ISG Daily Market Beat. https://t.co/551Ma5L28o,
1.08308E+18,09-01-2019 19:35,"@Flynn95 Interesting perspectives from both sides here!

https://t.co/aI49K2nIxY",
1.08308E+18,09-01-2019 19:35,"CIBC: #FOMC members walked a fine line last meeting, raising rates at a time when US #stock indexes were plunging.… https://t.co/yJeC2i6reH",Toronto
1.08308E+18,09-01-2019 19:34,@cibc @VisaCA https://t.co/3GOZuvuXOu,"St. Albert, Alberta"
1.08308E+18,09-01-2019 19:32,"RT @dorkdragoon: Dear @cibc ,

I don't really know much about your company, but your advertisement with the penguins was enjoyable to watch…","California, USA"
1.08308E+18,09-01-2019 19:28,@NHL_Shop my visa debit card was declined on your site why @cibc,"St. Albert, Alberta"
1.08308E+18,09-01-2019 19:28,@JesseBarfield29 I might be imagining this - but do you remember CIBC putting out posters of the Jays in the late 8… https://t.co/nwJB0mFyrd,
1.08308E+18,09-01-2019 19:24,"RT @jfberke: BMO and CIBC provided an $80 million loan to PharmHouse, a joint venture owned in part by Canopy Rivers. It's a sign that Cana…","Washington, DC"
1.08308E+18,09-01-2019 19:24,"BMO and CIBC provided an $80 million loan to PharmHouse, a joint venture owned in part by Canopy Rivers. It's a sig… https://t.co/4GAPLOAcCY","Brooklyn, NY"
1.08308E+18,09-01-2019 19:22,BOC statement was more hawkish than market priced - CIBC - https://t.co/sPz0p9ZZWq,Australia
1.08308E+18,09-01-2019 19:21,Bonavista Energy (BNP) PT Lowered to C$1.55 at CIBC  https://t.co/KXITtq6kxS,
1.08308E+18,09-01-2019 19:18,BOC statement was more hawkish than market priced - CIBC https://t.co/Occ5ATF4gT,Worldwide
1.08308E+18,09-01-2019 19:05,RT @TanyavanB: .@cibc Avery Shenfeld reinforces the degree to which the #economy is changing and leaning to #technology. The #futureofwork…,Canada
1.08308E+18,09-01-2019 19:01,"@st0ckm0nster @Questrade Happens with all of them. Last day of October, a Friday no less, CIBC Investor's Edge was… https://t.co/Yn4lPtWnyw",Toronto
1.08308E+18,09-01-2019 19:00,"@elindependiente @HHistoriaSV Para comenzar:
¿Cómo sabe que es Interac?
Podria ser tarjeta de regalo o prepagada
¿H… https://t.co/BOaVqMqtmd",
1.08308E+18,09-01-2019 18:58,Conseiller financier principal (spécialiste principal en services financiers au Québec) - Urban - IIROC/AMF: CIBC (… https://t.co/PPoR4Rd2Gv,Canada
1.08307E+18,09-01-2019 18:55,RT @CMPmagazine: The head of Canadian Imperial Bank of Commerce (CIBC) said that the country’s mortgage industry will plateau in the near-t…,"Ajax, Ontario"
1.08307E+18,09-01-2019 18:42,"Poll says #Canadians are unsure about #RRSPs ..  and don't ask!  Let's talk #RRSPseason brad.cohen@f55f.com 
https://t.co/xMlvjcEGiR",
1.08307E+18,09-01-2019 18:33,"@kdmadan Hi again, Karan! The social media team doesn't have access to your account through Twitter. For further as… https://t.co/wyfcO0cGIu",Canada
1.08307E+18,09-01-2019 18:30,Our card security controls allow you to receive an in-app notification as soon as a transaction is made using your… https://t.co/vsPR89GMnI,Jamaica
1.08307E+18,09-01-2019 18:30,Our card security controls allow you to receive an in-app notification as soon as a transaction is made using your… https://t.co/1FFEeVHUz7,Barbados
1.08307E+18,09-01-2019 18:29,"@ginaemily_ Hi there, thanks for sharing your feedback! We're happy to know that you're happy :). If you ever need… https://t.co/R9rSHQI0aZ",Canada
1.08307E+18,09-01-2019 18:27,"@cibc Okay. I will be clear, I never wanted it. It doesn't make sense that for a CAD 7 overlimit, I had to pay CAD… https://t.co/PYG6ZauVtw","Toronto, Ontario"
1.08307E+18,09-01-2019 18:24,CAD: BoC Taken Itself Out Of Hike Game But Statement Was More Hawkish Than Market Priced - CIBC - https://t.co/29WTAMLdji,"Boston, MA"
1.08307E+18,09-01-2019 18:23,"@APompliano Pretty all Canadian banks, they block your account if u r buying crypto @RBC @TDBank_US @cibc @scotiabank",Moon
1.08307E+18,09-01-2019 18:23,"@jillmacintyre i love my cibc advantage visa—they have great customer service, free accounts for students, and it g… https://t.co/F1mTq2AS9e",K’jipuktuk
1.08307E+18,09-01-2019 18:19,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/DEw9pZMdqq via… https://t.co/5MMblaknP8,"Bay Street, Toronto"
1.08306E+18,09-01-2019 18:15,"Mortgage growth will be low or flat this year: CIBC, CBC: https://t.co/7AoKUWV0zT #realestate",Canada
1.08306E+18,09-01-2019 18:09,Your home is a valuable asset. Use your equity to help pay for major purchases and get more financial flexibility.… https://t.co/3KY9uP2zbk,"Winnipeg, Manitoba"
1.08306E+18,09-01-2019 18:07,Breaking news CIBC Innovation Banking invests in Ruby Receptionists https://t.co/8WncfH3AUY https://t.co/2fx3PwWPlH,
1.08306E+18,09-01-2019 18:00,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/eWotSbVhEJ",Bahamas
1.08306E+18,09-01-2019 18:00,"CIBC FirstCaribbean's Online and Mobile Banking let you pay bills, check your rewards, transfer funds and more!… https://t.co/UZ6oDwxOUT",The Caribbean
1.08306E+18,09-01-2019 17:58,Hypothèques: la CIBC s'attend à un ralentissement | Immobilier https://t.co/e8kX0Zaf2A,"Thetford Mines, Québec"
1.08306E+18,09-01-2019 17:48,"RT @MortgageProsCan: Rereading what he said in his speech to our National Mortgage Conference in October, CIBC's Benjamin Tal sure seems to…",Edmonton
1.08306E+18,09-01-2019 17:48,Mortgage growth to be flat to low-single digit in 2019: CIBC's Dodig https://t.co/M4Qhnz7DzU,Canada
1.08306E+18,09-01-2019 17:46,CIBC head sees flat mortgage growth in the foreseeable future https://t.co/Xq5p12oCF4,
1.08305E+18,09-01-2019 17:35,CIBC head sees flat mortgage growth in the foreseeable future https://t.co/KILum0Y2N3,"Toronto, Ontario"
1.08305E+18,09-01-2019 17:31,@DayZero5 @cibc That is basic anti fraud then next week you cry they didn't stop it. Cibc is crypto friendly one of the few,"Canada, eh! Cashville"
1.08305E+18,09-01-2019 17:26,"RT @Weed_Investor: Big Banks see the potential, even if the profits will only be seen in future years, they will be Huge!!
#Cannabis #Weed…",
1.08305E+18,09-01-2019 17:25,https://t.co/khGxjaZKyX https://t.co/USEYjpSHGe,"Montréal, Québec"
1.08305E+18,09-01-2019 17:24,The head of Canadian Imperial Bank of Commerce (CIBC) said that the country’s mortgage industry will plateau in the… https://t.co/NPf1iWgUzj,Toronto
1.08305E+18,09-01-2019 17:22,"I'm at CIBC in Vancouver, BC https://t.co/yMFtKTVig8","22.301619,114.17592"
1.08305E+18,09-01-2019 17:22,"Représentant principal en services financiers: CIBC (Kingston ON): ""avons pour mission de bâtir une banque de l'ave… https://t.co/cF1cEOqJId",Canada
1.08305E+18,09-01-2019 17:19,"Guinness Asset Management LTD Cut Enbridge $ENB Stake by $320,000; Facebook $FB Holder Cibc Asset Management Has Tr… https://t.co/oVQPAUnjbA",
1.08305E+18,09-01-2019 17:14,Want to learn more about money? Drop by CIBC Hall to meet with the team to learn some helpful tips to navigating yo… https://t.co/CHVE8RQWn1,McMaster University
1.08305E+18,09-01-2019 17:01,"Jean Gauthier, Managing Director &amp; CIO, Global Fixed Income at CIBC Asset Management, discusses interest rates, mon… https://t.co/mvtMQ6IQyp","Penticton, British Columbia"
1.08305E+18,09-01-2019 16:57,I have an accounts with #BMO #CIBC and #tangerine The customer service is the worst at #bmo by a mile! Especially t… https://t.co/gyyJb7x9MT,Toronto
1.08304E+18,09-01-2019 16:44,"As Copart $CPRT Stock Value Declined, Cibc World Markets Has Increased by $635,766 Its Holding; As Intel $INTC Stoc… https://t.co/B6IpeaYG4l",
1.08304E+18,09-01-2019 16:42,Gran Tierra Energy $GTE Shareholder Cibc Asset Management Has Raised Position; State Treasurer State Of Michigan In… https://t.co/AKkNTshPRg,
1.08304E+18,09-01-2019 16:30,#MidweekMotivation Take a leap of faith and begin this wondrous new year by believing. ~ Sarah Ban Breathnach https://t.co/lACU3s3Ey2,The Caribbean
1.08304E+18,09-01-2019 16:30,The #tweets on this #Twitter handle are for entertainment purposes only and they are not investment advice $WEED… https://t.co/0NgZwKYLa7,Bay Street and Howe Street
1.08304E+18,09-01-2019 16:27,RT @TanyavanB: .@cibc Avery Shenfeld reinforces the degree to which the #economy is changing and leaning to #technology. The #futureofwork…,5 Offices Across Canada
1.08304E+18,09-01-2019 16:21,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC https://t.co/DhcfDkJmkF,United States
1.08304E+18,09-01-2019 16:21,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC  https://t.co/IUll73eEpq,United States
1.08304E+18,09-01-2019 16:21,"RT @msucampusevents: The Game of Life: IRL with the McMaster Student Success Centre team. Learn about budgeting, setting goals and transiti…",MUSC Room 201
1.08304E+18,09-01-2019 16:19,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,London
1.08304E+18,09-01-2019 16:17,Maxar Technologies’ $MAXR Neutral Rating Reaffirmed at CIBC https://t.co/LLujAptKG0,"Florida, USA"
1.08304E+18,09-01-2019 16:17,RT @nationalpost: Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t…,Vancouver-ish
1.08304E+18,09-01-2019 16:17,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO: https://t.co/Z3WGsTiRls,"Calgary, Alberta"
1.08303E+18,09-01-2019 16:17,Maxar Technologies $MAXR Given Neutral Rating at CIBC https://t.co/lNJp1HAoVN #stocks,"Sioux Falls, SD"
1.08303E+18,09-01-2019 16:16,Mortgage growth will be flat or in low-single digits for 'foreseeable future': CIBC CEO https://t.co/KJMeultju4 https://t.co/Yo6ET68WPB,Canada
1.08303E+18,09-01-2019 16:15,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/UFVrrkiOS1 https://t.co/swJ8qIk35n,Canada
1.08303E+18,09-01-2019 16:15,Mortgage growth will be flat or in low-single digits for ‘foreseeable future’: CIBC CEO https://t.co/itOXYcEkMD https://t.co/S5aWa18Rcg,Toronto
1.08303E+18,09-01-2019 16:14,Victor Dodig says the potential for mortgage growth to turn negative will hinge on whether the Canadian housing mar… https://t.co/L0D0dRh0z8,West Vancouver
1.08303E+18,09-01-2019 16:14,$WEED net house atm. CIBC &amp; ANON lead buyers! https://t.co/AaK9XnhKzx,"Vaughan, Ontario"
1.08303E+18,09-01-2019 16:10,"We’re expanding in Canada! Joining the best tech and financial industry leaders in Toronto, our digital video netwo… https://t.co/fsrv07ChhG","Lowell, MA"
1.08303E+18,09-01-2019 15:58,"""Toronto Can't Build Office Towers Fast Enough"" 

One of the new CIBC buildings set to open in 2020 and is already… https://t.co/p032X1CD6c","Toronto, Ontario"
1.08303E+18,09-01-2019 15:54,» Mortgage growth will be low or flat this year: CIBC CEO | CBC News https://t.co/YkFmlTgdhd,"Calgary, Alberta, Canada"
1.08303E+18,09-01-2019 15:50,"More from CIBC on the #BOC: ""As we expected, the rate message wasn't that they were done for good, but rather, that… https://t.co/kSQKDPwz3I",Toronto
1.08303E+18,09-01-2019 15:48,THE MELISIZWE Brothers made a huge bang on the international music scene after their rendition of the Jackson 5’s ‘… https://t.co/MMkxioVmQo,St. Vincent and the Grenadines
1.08303E+18,09-01-2019 15:48,"@kdmadan This is done to provide some flexibility for cardholders who may be getting close to their limit, reducing… https://t.co/x9jIiSaCoL",Canada
1.08303E+18,09-01-2019 15:47,"@kdmadan Karan, credit cards do not have overdraft protection. In an effort to ensure you are not inconvenienced, C… https://t.co/kAtmx5scKb",Canada
1.08302E+18,09-01-2019 15:26,@cibc See that's the thing I never signed up for the overdraft protection.,"Toronto, Ontario"
1.08302E+18,09-01-2019 15:25,#Toronto’s @CIBCSQUARE #Office #Tower Complex Bringing Large Elevator Screens in 2020.  @Captivate’s curated digita… https://t.co/VpI7isAMY6,"Toronto, Ontario"
1.08302E+18,09-01-2019 15:20,"RT @dbcurren: CIBC: ""The Bank of Canada has taken itself out of the rate hike game, and its message today suggests that it isn't quite as s…",CANADA
1.08302E+18,09-01-2019 15:20,"@kdmadan Balance and available credit information is always available through CIBC Telephone Banking, Mobile Bankin… https://t.co/UmTwZXie7Y",Canada
1.08302E+18,09-01-2019 15:19,@kdmadan Clients have control over how much they spend on their credit card and need never pay an overlimit fee unl… https://t.co/PyvfgFYND6,Canada
